LR_Pred,LR_Real,RF_Pred,RF_Real,SVR_Pred,SVR_Real,ARIMA_Real,ARIMA_Pred,LSTM_Pred,LSTM_Real,Actual_Scaled,Actual_Real
0.7747858030662362,3946.606174302395,0.7751490267582349,3947.9769732666,0.768681719014203,3923.5694829183603,,0.7758445078035782,0.7467554,3840.8203,0.7820762345424294,3974.1201171875
0.7858250910206325,3988.268226714701,0.7745615824290529,3945.759970092772,0.776423917213138,3952.7883843985082,,0.779313419233498,0.75113636,3857.3538,0.7665329206920931,3915.4599609375
0.7668745935089487,3916.7494273290367,0.7674559707826486,3918.9435335565645,0.7615189616591593,3896.53737961829,,0.7760642444122138,0.7543822,3869.6035,0.7659076223981706,3913.1000976562495
0.7676223040564073,3919.571272011968,0.7665519648715338,3915.5318332906163,0.7643506710017924,3907.2241941607276,,0.7786381613920009,0.7557749,3874.8596,0.773191707086499,3940.5900878906255
0.7713703471392481,3933.7163118013054,0.7710318858517726,3932.4389656575513,0.7678479012950679,3920.422671488092,,0.7770390195403462,0.75732857,3880.7231,0.7652239732806273,3910.5200195312495
0.770334695463202,3929.8077830459583,0.7558294131569143,3875.065137125648,0.7622577151524379,3899.3254205575145,,0.7775441839764311,0.75734675,3880.7915,0.7595588328405615,3889.1398925781245
0.7596591980640542,3889.5186689284474,0.7547747242841366,3871.084762369789,0.7600820847084713,3891.114634684296,,0.7780759470650364,0.75630337,3876.854,0.7649590010261368,3909.52001953125
0.7659739271683519,3913.350330535571,0.755106341114569,3872.3362776692675,0.7676430913683501,3919.649722912357,,0.7767108803347434,0.7549718,3871.8286,0.7821875021883581,3974.5400390625005
0.7789183593500398,3962.202359237862,0.7578114924135813,3882.545464680988,0.7726405959638865,3938.510205513235,,0.7786068453363905,0.7551467,3872.4888,0.7812733608484635,3971.0900878906245
0.7846613346667111,3983.876233461828,0.760937404903292,3894.342596028644,0.7749166876098468,3947.1001299577233,,0.7765245166183089,0.7556272,3874.3022,0.7779505984266722,3958.550048828125
0.7789938918455886,3962.487417368548,0.7603877453200236,3892.2681917317677,0.7724215783797874,3937.6836375221073,,0.7784626063804764,0.75632834,3876.948,0.7817502591541533,3972.889892578125
0.7790583986036732,3962.730864586101,0.7613533330673468,3895.912300618486,0.776843048827826,3954.370178747104,,0.776938181377476,0.7573371,3880.7551,0.7941987151853765,4019.8701171875005
0.7933494176514037,4016.664885244988,0.7617335686838109,3897.3473022460917,0.7826805049530787,3976.400621656963,,0.7778731923302317,0.7601324,3891.3047,0.8095776504960005,4077.9099121093745
0.8083108402194966,4073.128995409477,0.7709127761009725,3931.989447835284,0.7882272955214351,3997.334098556342,,0.7775949467363891,0.7644473,3907.5889,0.8085257184085318,4073.9399414062505
0.8118952284019714,4086.656404871139,0.7729832884459483,3939.8035201009097,0.7873005988582709,3993.836763845032,,0.7772543803826212,0.76879257,3923.988,0.8101182042456402,4079.949951171875
0.8095162434459534,4077.678163128089,0.769583072421754,3926.9711726887995,0.7884574116345793,3998.2025521745763,,0.7780888044271331,0.77361244,3942.1782,0.8146810187051102,4097.169921875
0.8146588366558957,4097.086207263985,0.7586365036251169,3885.659040527341,0.7925085624582728,4013.491514528318,,0.7769435045869834,0.77874374,3961.5432,0.8230620600632134,4128.7998046875
0.8223876175682352,4126.254472172311,0.7588356571856113,3886.410642089841,0.7902648026750694,4005.023609888579,,0.7781927402183523,0.78396827,3981.2607,0.8228475463923414,4127.990234375
0.8237422821606334,4131.366949306954,0.7588356571856113,3886.410642089841,0.7867432053227514,3991.733171766718,,0.7770369567860945,0.78826255,3997.4673,0.8264510655486274,4141.58984375
0.827985961472478,4147.382510332398,0.7588356571856113,3886.410642089841,0.7866774878606979,3991.4851553765498,,0.777939511234636,0.792602,4013.8442,0.8219651680839303,4124.66015625
0.8226496836245383,4127.243504238355,0.7588356571856113,3886.410642089841,0.7827193788859461,3976.547331103739,,0.7773932386250976,0.7963618,4028.0334,0.83409023634655,4170.419921875
0.8342750915134312,4171.117561585378,0.7588356571856113,3886.410642089841,0.7870297889488793,3992.8147326519465,,0.7775453162655405,0.8003578,4043.1145,0.8380781464052246,4185.47021484375
0.8382871112013929,4186.258843813866,0.7588356571856113,3886.410642089841,0.7832705242309619,3978.627342635796,,0.7777624447278183,0.8039734,4056.7598,0.8321929936024822,4163.259765625
0.8353554957595893,4175.194985647135,0.7588356571856113,3886.410642089841,0.779041247586185,3962.6661369884096,,0.7772527244855177,0.8063889,4065.876,0.8246890259324612,4134.93994140625
0.8245011405426617,4134.230865695055,0.7588356571856113,3886.410642089841,0.778575546159803,3960.908589099944,,0.7779443543230616,0.80793077,4071.6948,0.834885153110022,4173.419921875
0.8345633309862059,4172.205371602804,0.7588356571856113,3886.410642089841,0.7797615798920206,3965.3846567338833,,0.7771950812720586,0.8097021,4078.38,0.8246996351731196,4134.97998046875
0.825478718560994,4137.920225625256,0.7588356571856113,3886.410642089841,0.770373009901504,3929.9523809714115,,0.7778841729200828,0.81033367,4080.7632,0.836673715827834,4180.169921875
0.8376229555855076,4183.752333775063,0.7588356571856113,3886.410642089841,0.7771938700142293,3955.694170902727,,0.7773499856210119,0.81122893,4084.142,0.8386478108761827,4187.6201171875
0.838528689221559,4187.170554440439,0.7588356571856113,3886.410642089841,0.7739766927356897,3943.5526080635386,,0.7776688813148874,0.81240803,4088.5918,0.8384093617233378,4186.72021484375
0.8410286028505404,4196.605178581699,0.7588356571856113,3886.410642089841,0.774192942691813,3944.368731081924,,0.7775865293754808,0.813513,4092.762,0.8374713495919622,4183.18017578125
0.8364056856865494,4179.15838147127,0.7588356571856113,3886.410642089841,0.7783815499316493,3960.1764512067653,,0.7774486503612213,0.8147172,4097.306,0.8449674250219813,4211.47021484375
0.8461612775187065,4215.97579033889,0.7588356571856113,3886.410642089841,0.777050159809954,3955.1518114600312,,0.7777598225281196,0.81593525,4101.9033,0.8369386880823245,4181.169921875
0.8351613061741129,4174.462118027279,0.7588356571856113,3886.410642089841,0.7707723715167785,3931.4595637368,,0.777342284229149,0.8165109,4104.0757,0.8399832813892943,4192.66015625
0.8428655211685181,4203.537671651619,0.7588356571856113,3886.410642089841,0.7758161194787594,3950.494567879692,,0.7777915848335543,0.81742066,4107.5093,0.8325640582635562,4164.66015625
0.8317042816599681,4161.415376507907,0.7588356571856113,3886.410642089841,0.7680448158251398,3921.1658229944655,,0.7773808375423393,0.8179064,4109.3423,0.8333403441653843,4167.58984375
0.8348527279081285,4173.297549810212,0.7588356571856113,3886.410642089841,0.7694080398231649,3926.310603155111,,0.7776968929627265,0.8176866,4108.513,0.8423574224390519,4201.6201171875
0.8408289373349255,4195.851644910791,0.7588356571856113,3886.410642089841,0.7713444519162487,3933.6185837465364,,0.7775108914571075,0.81844735,4111.384,0.8505662577079328,4232.60009765625
0.852931736395834,4241.527367012992,0.7588356571856113,3886.410642089841,0.7701041319208317,3928.9376408387543,,0.7775549832805525,0.8194944,4115.336,0.8388624539280382,4188.43017578125
0.839926213682622,4192.444783864004,0.7588356571856113,3886.410642089841,0.7686181817351951,3923.329694495493,,0.7776422282839054,0.8198556,4116.6987,0.8292359912214354,4152.10009765625
0.8319269718029287,4162.25580466288,0.7588356571856113,3886.410642089841,0.7725253476367933,3938.075260626969,,0.7774523810645065,0.8192925,4114.5737,0.8056375467107805,4063.0400390625005
0.8049803464678401,4060.559778462372,0.7588356571856113,3886.410642089841,0.7624885221805437,3900.196481675025,,0.7777043745457625,0.81644297,4103.8193,0.818743064067409,4112.5
0.816089571910751,4102.485773560485,0.7588356571856113,3886.410642089841,0.7669490987220737,3917.0306085163597,,0.7774350130895643,0.81353676,4092.8516,0.8349991377566072,4173.85009765625
0.8340182516188982,4170.148252949549,0.7588356571856113,3886.410642089841,0.7653921299730346,3911.1546395322407,,0.7776797890887642,0.8123354,4088.3174,0.8322010152234679,4163.2900390625
0.8380606147904913,4185.404050879652,0.7588356571856113,3886.410642089841,0.7645699235789956,3908.0516490111404,,0.777492859079994,0.81138843,4084.744,0.8228051094297081,4127.830078125
0.8238760241895585,4131.871689054828,0.7588356571856113,3886.410642089841,0.7740842220194406,3943.9584214342917,,0.7776012501077262,0.81035244,4080.834,0.8195857224138435,4115.68017578125
0.8207443509148169,4120.052816619442,0.7588356571856113,3886.410642089841,0.7777777542109157,3957.897738207571,,0.7775779754742714,0.80897444,4075.6335,0.8310961016231991,4159.1201171875
0.8248431885377746,4135.521748001849,0.7588356571856113,3886.410642089841,0.7768975352660601,3954.5758094775324,,0.7775229445364321,0.8081325,4072.456,0.8302322247954482,4155.85986328125
0.8331723717090864,4166.95591905241,0.7588356571856113,3886.410642089841,0.7765028501307534,3953.0862756542065,,0.7776387029252724,0.8073485,4069.497,0.8411464164321999,4197.0498046875
0.8397399770662596,4191.741930590855,0.7588356571856113,3886.410642089841,0.7772246614780667,3955.8103772726977,,0.7774866639666423,0.8082944,4073.067,0.8387828846231008,4188.1298828125
0.840391929720946,4194.202386897648,0.7588356571856113,3886.410642089841,0.7784016665380389,3960.252370877782,,0.7776481131414462,0.80987084,4079.0164,0.8408656596977054,4195.990234375
0.8422532438643179,4201.226949325702,0.7588356571856113,3886.410642089841,0.7803666726139948,3967.6682645898736,,0.7775022792367966,0.81258994,4089.2783,0.8421612808678566,4200.8798828125
0.8407660065129364,4195.614145244609,0.7588356571856113,3886.410642089841,0.7802737575707479,3967.3176050711045,,0.7776127983211699,0.8146786,4097.161,0.843017136074622,4204.10986328125
0.8443170605383065,4209.015752262658,0.7588356571856113,3886.410642089841,0.7753161852236208,3948.607825978735,,0.7775496941588257,0.81607884,4102.4453,0.8424686900849804,4202.0400390625
0.8408097873763015,4195.779373349149,0.7588356571856113,3886.410642089841,0.7728373249251643,3939.2526566866836,,0.7775617577502026,0.81751895,4107.8804,0.844079742093241,4208.1201171875
0.8470767519893017,4219.430772719423,0.7588356571856113,3886.410642089841,0.773169336296901,3940.5056609771705,,0.7775963704186021,0.8193134,4114.6523,0.8400336105919294,4192.85009765625
0.8396980874076905,4191.583839855471,0.7588356571856113,3886.410642089841,0.7680702584192247,3921.261842836746,,0.777525827264724,0.82068574,4119.8315,0.8498481932487417,4229.89013671875
